"","Scenario","Location","Vegetation","Year","Decade","Avg"
"1","SRES B1","Alaska","Black Spruce",2009,"2000",179515
"2","SRES B1","Alaska","Black Spruce",2010,"2010",180784
"3","SRES B1","Alaska","Black Spruce",2011,"2010",179908
"4","SRES B1","Alaska","Black Spruce",2012,"2010",174170
"5","SRES B1","Alaska","Black Spruce",2013,"2010",173260
"6","SRES B1","Alaska","Black Spruce",2014,"2010",174500
"7","SRES B1","Alaska","Black Spruce",2015,"2010",174831
"8","SRES B1","Alaska","Black Spruce",2016,"2010",173017
"9","SRES B1","Alaska","Black Spruce",2017,"2010",174599
"10","SRES B1","Alaska","Black Spruce",2018,"2010",175665
"11","SRES B1","Alaska","Black Spruce",2019,"2010",176563
"12","SRES B1","Alaska","Black Spruce",2020,"2020",172193
"13","SRES B1","Alaska","Black Spruce",2021,"2020",173482
"14","SRES B1","Alaska","Black Spruce",2022,"2020",174468
"15","SRES B1","Alaska","Black Spruce",2023,"2020",174645
"16","SRES B1","Alaska","Black Spruce",2024,"2020",172671
"17","SRES B1","Alaska","Black Spruce",2025,"2020",155171
"18","SRES B1","Alaska","Black Spruce",2026,"2020",155370
"19","SRES B1","Alaska","Black Spruce",2027,"2020",156699
"20","SRES B1","Alaska","Black Spruce",2028,"2020",155857
"21","SRES B1","Alaska","Black Spruce",2029,"2020",156721
"22","SRES B1","Alaska","Black Spruce",2030,"2030",157965
"23","SRES B1","Alaska","Black Spruce",2031,"2030",159128
"24","SRES B1","Alaska","Black Spruce",2032,"2030",155320
"25","SRES B1","Alaska","Black Spruce",2033,"2030",156173
"26","SRES B1","Alaska","Black Spruce",2034,"2030",157466
"27","SRES B1","Alaska","Black Spruce",2035,"2030",153385
"28","SRES B1","Alaska","Black Spruce",2036,"2030",152082
"29","SRES B1","Alaska","Black Spruce",2037,"2030",153009
"30","SRES B1","Alaska","Black Spruce",2038,"2030",153101
"31","SRES B1","Alaska","Black Spruce",2039,"2030",153963
"32","SRES B1","Alaska","Black Spruce",2040,"2040",153800
"33","SRES B1","Alaska","Black Spruce",2041,"2040",154255
"34","SRES B1","Alaska","Black Spruce",2042,"2040",155051
"35","SRES B1","Alaska","Black Spruce",2043,"2040",155243
"36","SRES B1","Alaska","Black Spruce",2044,"2040",155827
"37","SRES B1","Alaska","Black Spruce",2045,"2040",150464
"38","SRES B1","Alaska","Black Spruce",2046,"2040",148751
"39","SRES B1","Alaska","Black Spruce",2047,"2040",149915
"40","SRES B1","Alaska","Black Spruce",2048,"2040",150922
"41","SRES B1","Alaska","Black Spruce",2049,"2040",142330
"42","SRES B1","Alaska","Black Spruce",2050,"2050",142187
"43","SRES B1","Alaska","Black Spruce",2051,"2050",142917
"44","SRES B1","Alaska","Black Spruce",2052,"2050",143847
"45","SRES B1","Alaska","Black Spruce",2053,"2050",145125
"46","SRES B1","Alaska","Black Spruce",2054,"2050",146117
"47","SRES B1","Alaska","Black Spruce",2055,"2050",147449
"48","SRES B1","Alaska","Black Spruce",2056,"2050",148957
"49","SRES B1","Alaska","Black Spruce",2057,"2050",149982
"50","SRES B1","Alaska","Black Spruce",2058,"2050",150613
"51","SRES B1","Alaska","Black Spruce",2059,"2050",151140
"52","SRES B1","Alaska","Black Spruce",2060,"2060",149740
"53","SRES B1","Alaska","Black Spruce",2061,"2060",150660
"54","SRES B1","Alaska","Black Spruce",2062,"2060",150534
"55","SRES B1","Alaska","Black Spruce",2063,"2060",150563
"56","SRES B1","Alaska","Black Spruce",2064,"2060",150106
"57","SRES B1","Alaska","Black Spruce",2065,"2060",149958
"58","SRES B1","Alaska","Black Spruce",2066,"2060",151649
"59","SRES B1","Alaska","Black Spruce",2067,"2060",152515
"60","SRES B1","Alaska","Black Spruce",2068,"2060",154065
"61","SRES B1","Alaska","Black Spruce",2069,"2060",154251
"62","SRES B1","Alaska","Black Spruce",2070,"2070",150892
"63","SRES B1","Alaska","Black Spruce",2071,"2070",152265
"64","SRES B1","Alaska","Black Spruce",2072,"2070",149989
"65","SRES B1","Alaska","Black Spruce",2073,"2070",150553
"66","SRES B1","Alaska","Black Spruce",2074,"2070",145918
"67","SRES B1","Alaska","Black Spruce",2075,"2070",146410
"68","SRES B1","Alaska","Black Spruce",2076,"2070",145167
"69","SRES B1","Alaska","Black Spruce",2077,"2070",144829
"70","SRES B1","Alaska","Black Spruce",2078,"2070",145124
"71","SRES B1","Alaska","Black Spruce",2079,"2070",146754
"72","SRES B1","Alaska","Black Spruce",2080,"2080",142335
"73","SRES B1","Alaska","Black Spruce",2081,"2080",138406
"74","SRES B1","Alaska","Black Spruce",2082,"2080",140246
"75","SRES B1","Alaska","Black Spruce",2083,"2080",140131
"76","SRES B1","Alaska","Black Spruce",2084,"2080",140435
"77","SRES B1","Alaska","Black Spruce",2085,"2080",141206
"78","SRES B1","Alaska","Black Spruce",2086,"2080",138368
"79","SRES B1","Alaska","Black Spruce",2087,"2080",139161
"80","SRES B1","Alaska","Black Spruce",2088,"2080",139653
"81","SRES B1","Alaska","Black Spruce",2089,"2080",141259
"82","SRES B1","Alaska","Black Spruce",2090,"2090",136662
"83","SRES B1","Alaska","Black Spruce",2091,"2090",136529
"84","SRES B1","Alaska","Black Spruce",2092,"2090",137011
"85","SRES B1","Alaska","Black Spruce",2093,"2090",138185
"86","SRES B1","Alaska","Black Spruce",2094,"2090",139441
"87","SRES B1","Alaska","Black Spruce",2095,"2090",140777
"88","SRES B1","Alaska","Black Spruce",2096,"2090",142135
"89","SRES B1","Alaska","Black Spruce",2097,"2090",141872
"90","SRES B1","Alaska","Black Spruce",2098,"2090",140158
"91","SRES B1","Alaska","Black Spruce",2099,"2090",140781
"92","SRES B1","Alaska","Black Spruce",2100,"2100",141593
"93","SRES B1","Alaska","Deciduous",2009,"2000",303381
"94","SRES B1","Alaska","Deciduous",2010,"2010",301808
"95","SRES B1","Alaska","Deciduous",2011,"2010",303548
"96","SRES B1","Alaska","Deciduous",2012,"2010",314743
"97","SRES B1","Alaska","Deciduous",2013,"2010",316286
"98","SRES B1","Alaska","Deciduous",2014,"2010",314074
"99","SRES B1","Alaska","Deciduous",2015,"2010",314277
"100","SRES B1","Alaska","Deciduous",2016,"2010",317236
"101","SRES B1","Alaska","Deciduous",2017,"2010",314824
"102","SRES B1","Alaska","Deciduous",2018,"2010",312465
"103","SRES B1","Alaska","Deciduous",2019,"2010",311259
"104","SRES B1","Alaska","Deciduous",2020,"2020",320188
"105","SRES B1","Alaska","Deciduous",2021,"2020",317708
"106","SRES B1","Alaska","Deciduous",2022,"2020",315556
"107","SRES B1","Alaska","Deciduous",2023,"2020",315146
"108","SRES B1","Alaska","Deciduous",2024,"2020",319537
"109","SRES B1","Alaska","Deciduous",2025,"2020",357177
"110","SRES B1","Alaska","Deciduous",2026,"2020",355906
"111","SRES B1","Alaska","Deciduous",2027,"2020",353956
"112","SRES B1","Alaska","Deciduous",2028,"2020",354985
"113","SRES B1","Alaska","Deciduous",2029,"2020",353803
"114","SRES B1","Alaska","Deciduous",2030,"2030",351537
"115","SRES B1","Alaska","Deciduous",2031,"2030",349815
"116","SRES B1","Alaska","Deciduous",2032,"2030",356824
"117","SRES B1","Alaska","Deciduous",2033,"2030",354865
"118","SRES B1","Alaska","Deciduous",2034,"2030",352801
"119","SRES B1","Alaska","Deciduous",2035,"2030",360573
"120","SRES B1","Alaska","Deciduous",2036,"2030",362613
"121","SRES B1","Alaska","Deciduous",2037,"2030",361388
"122","SRES B1","Alaska","Deciduous",2038,"2030",360728
"123","SRES B1","Alaska","Deciduous",2039,"2030",358371
"124","SRES B1","Alaska","Deciduous",2040,"2040",358612
"125","SRES B1","Alaska","Deciduous",2041,"2040",358295
"126","SRES B1","Alaska","Deciduous",2042,"2040",356334
"127","SRES B1","Alaska","Deciduous",2043,"2040",355750
"128","SRES B1","Alaska","Deciduous",2044,"2040",355772
"129","SRES B1","Alaska","Deciduous",2045,"2040",366032
"130","SRES B1","Alaska","Deciduous",2046,"2040",369495
"131","SRES B1","Alaska","Deciduous",2047,"2040",367069
"132","SRES B1","Alaska","Deciduous",2048,"2040",365814
"133","SRES B1","Alaska","Deciduous",2049,"2040",383399
"134","SRES B1","Alaska","Deciduous",2050,"2050",383882
"135","SRES B1","Alaska","Deciduous",2051,"2050",383018
"136","SRES B1","Alaska","Deciduous",2052,"2050",381143
"137","SRES B1","Alaska","Deciduous",2053,"2050",378882
"138","SRES B1","Alaska","Deciduous",2054,"2050",376854
"139","SRES B1","Alaska","Deciduous",2055,"2050",374052
"140","SRES B1","Alaska","Deciduous",2056,"2050",371932
"141","SRES B1","Alaska","Deciduous",2057,"2050",370672
"142","SRES B1","Alaska","Deciduous",2058,"2050",369357
"143","SRES B1","Alaska","Deciduous",2059,"2050",369271
"144","SRES B1","Alaska","Deciduous",2060,"2060",371915
"145","SRES B1","Alaska","Deciduous",2061,"2060",370205
"146","SRES B1","Alaska","Deciduous",2062,"2060",371790
"147","SRES B1","Alaska","Deciduous",2063,"2060",370948
"148","SRES B1","Alaska","Deciduous",2064,"2060",372699
"149","SRES B1","Alaska","Deciduous",2065,"2060",373400
"150","SRES B1","Alaska","Deciduous",2066,"2060",370785
"151","SRES B1","Alaska","Deciduous",2067,"2060",368911
"152","SRES B1","Alaska","Deciduous",2068,"2060",366429
"153","SRES B1","Alaska","Deciduous",2069,"2060",366499
"154","SRES B1","Alaska","Deciduous",2070,"2070",373998
"155","SRES B1","Alaska","Deciduous",2071,"2070",371204
"156","SRES B1","Alaska","Deciduous",2072,"2070",375307
"157","SRES B1","Alaska","Deciduous",2073,"2070",375381
"158","SRES B1","Alaska","Deciduous",2074,"2070",384963
"159","SRES B1","Alaska","Deciduous",2075,"2070",383798
"160","SRES B1","Alaska","Deciduous",2076,"2070",386812
"161","SRES B1","Alaska","Deciduous",2077,"2070",387545
"162","SRES B1","Alaska","Deciduous",2078,"2070",387508
"163","SRES B1","Alaska","Deciduous",2079,"2070",385578
"164","SRES B1","Alaska","Deciduous",2080,"2080",394367
"165","SRES B1","Alaska","Deciduous",2081,"2080",401840
"166","SRES B1","Alaska","Deciduous",2082,"2080",399007
"167","SRES B1","Alaska","Deciduous",2083,"2080",399084
"168","SRES B1","Alaska","Deciduous",2084,"2080",399002
"169","SRES B1","Alaska","Deciduous",2085,"2080",397548
"170","SRES B1","Alaska","Deciduous",2086,"2080",402941
"171","SRES B1","Alaska","Deciduous",2087,"2080",402134
"172","SRES B1","Alaska","Deciduous",2088,"2080",401740
"173","SRES B1","Alaska","Deciduous",2089,"2080",398614
"174","SRES B1","Alaska","Deciduous",2090,"2090",407478
"175","SRES B1","Alaska","Deciduous",2091,"2090",407536
"176","SRES B1","Alaska","Deciduous",2092,"2090",407180
"177","SRES B1","Alaska","Deciduous",2093,"2090",404526
"178","SRES B1","Alaska","Deciduous",2094,"2090",402635
"179","SRES B1","Alaska","Deciduous",2095,"2090",399484
"180","SRES B1","Alaska","Deciduous",2096,"2090",397621
"181","SRES B1","Alaska","Deciduous",2097,"2090",397642
"182","SRES B1","Alaska","Deciduous",2098,"2090",401391
"183","SRES B1","Alaska","Deciduous",2099,"2090",400578
"184","SRES B1","Alaska","Deciduous",2100,"2100",399321
"185","SRES B1","Alaska","Graminoid Tundra",2009,"2000",146867
"186","SRES B1","Alaska","Graminoid Tundra",2010,"2010",146573
"187","SRES B1","Alaska","Graminoid Tundra",2011,"2010",146271
"188","SRES B1","Alaska","Graminoid Tundra",2012,"2010",146930
"189","SRES B1","Alaska","Graminoid Tundra",2013,"2010",146735
"190","SRES B1","Alaska","Graminoid Tundra",2014,"2010",146053
"191","SRES B1","Alaska","Graminoid Tundra",2015,"2010",145653
"192","SRES B1","Alaska","Graminoid Tundra",2016,"2010",145686
"193","SRES B1","Alaska","Graminoid Tundra",2017,"2010",145715
"194","SRES B1","Alaska","Graminoid Tundra",2018,"2010",145426
"195","SRES B1","Alaska","Graminoid Tundra",2019,"2010",144840
"196","SRES B1","Alaska","Graminoid Tundra",2020,"2020",145792
"197","SRES B1","Alaska","Graminoid Tundra",2021,"2020",145667
"198","SRES B1","Alaska","Graminoid Tundra",2022,"2020",144862
"199","SRES B1","Alaska","Graminoid Tundra",2023,"2020",144601
"200","SRES B1","Alaska","Graminoid Tundra",2024,"2020",143648
"201","SRES B1","Alaska","Graminoid Tundra",2025,"2020",145229
"202","SRES B1","Alaska","Graminoid Tundra",2026,"2020",145203
"203","SRES B1","Alaska","Graminoid Tundra",2027,"2020",144795
"204","SRES B1","Alaska","Graminoid Tundra",2028,"2020",144551
"205","SRES B1","Alaska","Graminoid Tundra",2029,"2020",144063
"206","SRES B1","Alaska","Graminoid Tundra",2030,"2030",143996
"207","SRES B1","Alaska","Graminoid Tundra",2031,"2030",143518
"208","SRES B1","Alaska","Graminoid Tundra",2032,"2030",143411
"209","SRES B1","Alaska","Graminoid Tundra",2033,"2030",143261
"210","SRES B1","Alaska","Graminoid Tundra",2034,"2030",142852
"211","SRES B1","Alaska","Graminoid Tundra",2035,"2030",142515
"212","SRES B1","Alaska","Graminoid Tundra",2036,"2030",142511
"213","SRES B1","Alaska","Graminoid Tundra",2037,"2030",142187
"214","SRES B1","Alaska","Graminoid Tundra",2038,"2030",141813
"215","SRES B1","Alaska","Graminoid Tundra",2039,"2030",140837
"216","SRES B1","Alaska","Graminoid Tundra",2040,"2040",140477
"217","SRES B1","Alaska","Graminoid Tundra",2041,"2040",140156
"218","SRES B1","Alaska","Graminoid Tundra",2042,"2040",140039
"219","SRES B1","Alaska","Graminoid Tundra",2043,"2040",139681
"220","SRES B1","Alaska","Graminoid Tundra",2044,"2040",139009
"221","SRES B1","Alaska","Graminoid Tundra",2045,"2040",139121
"222","SRES B1","Alaska","Graminoid Tundra",2046,"2040",139020
"223","SRES B1","Alaska","Graminoid Tundra",2047,"2040",138504
"224","SRES B1","Alaska","Graminoid Tundra",2048,"2040",137451
"225","SRES B1","Alaska","Graminoid Tundra",2049,"2040",138140
"226","SRES B1","Alaska","Graminoid Tundra",2050,"2050",137787
"227","SRES B1","Alaska","Graminoid Tundra",2051,"2050",137208
"228","SRES B1","Alaska","Graminoid Tundra",2052,"2050",137103
"229","SRES B1","Alaska","Graminoid Tundra",2053,"2050",136767
"230","SRES B1","Alaska","Graminoid Tundra",2054,"2050",136672
"231","SRES B1","Alaska","Graminoid Tundra",2055,"2050",136448
"232","SRES B1","Alaska","Graminoid Tundra",2056,"2050",136228
"233","SRES B1","Alaska","Graminoid Tundra",2057,"2050",135812
"234","SRES B1","Alaska","Graminoid Tundra",2058,"2050",135257
"235","SRES B1","Alaska","Graminoid Tundra",2059,"2050",134463
"236","SRES B1","Alaska","Graminoid Tundra",2060,"2060",134294
"237","SRES B1","Alaska","Graminoid Tundra",2061,"2060",133728
"238","SRES B1","Alaska","Graminoid Tundra",2062,"2060",132826
"239","SRES B1","Alaska","Graminoid Tundra",2063,"2060",131725
"240","SRES B1","Alaska","Graminoid Tundra",2064,"2060",130789
"241","SRES B1","Alaska","Graminoid Tundra",2065,"2060",130713
"242","SRES B1","Alaska","Graminoid Tundra",2066,"2060",129967
"243","SRES B1","Alaska","Graminoid Tundra",2067,"2060",129614
"244","SRES B1","Alaska","Graminoid Tundra",2068,"2060",129271
"245","SRES B1","Alaska","Graminoid Tundra",2069,"2060",128724
"246","SRES B1","Alaska","Graminoid Tundra",2070,"2070",128855
"247","SRES B1","Alaska","Graminoid Tundra",2071,"2070",128602
"248","SRES B1","Alaska","Graminoid Tundra",2072,"2070",128428
"249","SRES B1","Alaska","Graminoid Tundra",2073,"2070",127730
"250","SRES B1","Alaska","Graminoid Tundra",2074,"2070",127522
"251","SRES B1","Alaska","Graminoid Tundra",2075,"2070",126850
"252","SRES B1","Alaska","Graminoid Tundra",2076,"2070",126356
"253","SRES B1","Alaska","Graminoid Tundra",2077,"2070",125969
"254","SRES B1","Alaska","Graminoid Tundra",2078,"2070",126062
"255","SRES B1","Alaska","Graminoid Tundra",2079,"2070",125296
"256","SRES B1","Alaska","Graminoid Tundra",2080,"2080",125144
"257","SRES B1","Alaska","Graminoid Tundra",2081,"2080",125494
"258","SRES B1","Alaska","Graminoid Tundra",2082,"2080",124992
"259","SRES B1","Alaska","Graminoid Tundra",2083,"2080",124768
"260","SRES B1","Alaska","Graminoid Tundra",2084,"2080",124242
"261","SRES B1","Alaska","Graminoid Tundra",2085,"2080",123262
"262","SRES B1","Alaska","Graminoid Tundra",2086,"2080",123044
"263","SRES B1","Alaska","Graminoid Tundra",2087,"2080",122878
"264","SRES B1","Alaska","Graminoid Tundra",2088,"2080",122258
"265","SRES B1","Alaska","Graminoid Tundra",2089,"2080",121960
"266","SRES B1","Alaska","Graminoid Tundra",2090,"2090",121759
"267","SRES B1","Alaska","Graminoid Tundra",2091,"2090",121119
"268","SRES B1","Alaska","Graminoid Tundra",2092,"2090",120379
"269","SRES B1","Alaska","Graminoid Tundra",2093,"2090",119924
"270","SRES B1","Alaska","Graminoid Tundra",2094,"2090",119708
"271","SRES B1","Alaska","Graminoid Tundra",2095,"2090",119305
"272","SRES B1","Alaska","Graminoid Tundra",2096,"2090",118974
"273","SRES B1","Alaska","Graminoid Tundra",2097,"2090",118329
"274","SRES B1","Alaska","Graminoid Tundra",2098,"2090",118067
"275","SRES B1","Alaska","Graminoid Tundra",2099,"2090",117439
"276","SRES B1","Alaska","Graminoid Tundra",2100,"2100",117132
"277","SRES B1","Alaska","Shrub Tundra",2009,"2000",261715
"278","SRES B1","Alaska","Shrub Tundra",2010,"2010",261705
"279","SRES B1","Alaska","Shrub Tundra",2011,"2010",261830
"280","SRES B1","Alaska","Shrub Tundra",2012,"2010",260719
"281","SRES B1","Alaska","Shrub Tundra",2013,"2010",260643
"282","SRES B1","Alaska","Shrub Tundra",2014,"2010",261276
"283","SRES B1","Alaska","Shrub Tundra",2015,"2010",261631
"284","SRES B1","Alaska","Shrub Tundra",2016,"2010",261509
"285","SRES B1","Alaska","Shrub Tundra",2017,"2010",261405
"286","SRES B1","Alaska","Shrub Tundra",2018,"2010",261296
"287","SRES B1","Alaska","Shrub Tundra",2019,"2010",261342
"288","SRES B1","Alaska","Shrub Tundra",2020,"2020",260174
"289","SRES B1","Alaska","Shrub Tundra",2021,"2020",260184
"290","SRES B1","Alaska","Shrub Tundra",2022,"2020",261005
"291","SRES B1","Alaska","Shrub Tundra",2023,"2020",261008
"292","SRES B1","Alaska","Shrub Tundra",2024,"2020",261894
"293","SRES B1","Alaska","Shrub Tundra",2025,"2020",259952
"294","SRES B1","Alaska","Shrub Tundra",2026,"2020",259637
"295","SRES B1","Alaska","Shrub Tundra",2027,"2020",259810
"296","SRES B1","Alaska","Shrub Tundra",2028,"2020",259707
"297","SRES B1","Alaska","Shrub Tundra",2029,"2020",259684
"298","SRES B1","Alaska","Shrub Tundra",2030,"2030",259710
"299","SRES B1","Alaska","Shrub Tundra",2031,"2030",259876
"300","SRES B1","Alaska","Shrub Tundra",2032,"2030",259929
"301","SRES B1","Alaska","Shrub Tundra",2033,"2030",259872
"302","SRES B1","Alaska","Shrub Tundra",2034,"2030",260236
"303","SRES B1","Alaska","Shrub Tundra",2035,"2030",260453
"304","SRES B1","Alaska","Shrub Tundra",2036,"2030",260288
"305","SRES B1","Alaska","Shrub Tundra",2037,"2030",260485
"306","SRES B1","Alaska","Shrub Tundra",2038,"2030",260499
"307","SRES B1","Alaska","Shrub Tundra",2039,"2030",261323
"308","SRES B1","Alaska","Shrub Tundra",2040,"2040",261578
"309","SRES B1","Alaska","Shrub Tundra",2041,"2040",261540
"310","SRES B1","Alaska","Shrub Tundra",2042,"2040",261757
"311","SRES B1","Alaska","Shrub Tundra",2043,"2040",261939
"312","SRES B1","Alaska","Shrub Tundra",2044,"2040",262578
"313","SRES B1","Alaska","Shrub Tundra",2045,"2040",262349
"314","SRES B1","Alaska","Shrub Tundra",2046,"2040",262424
"315","SRES B1","Alaska","Shrub Tundra",2047,"2040",262492
"316","SRES B1","Alaska","Shrub Tundra",2048,"2040",263682
"317","SRES B1","Alaska","Shrub Tundra",2049,"2040",262951
"318","SRES B1","Alaska","Shrub Tundra",2050,"2050",263206
"319","SRES B1","Alaska","Shrub Tundra",2051,"2050",263613
"320","SRES B1","Alaska","Shrub Tundra",2052,"2050",263686
"321","SRES B1","Alaska","Shrub Tundra",2053,"2050",263939
"322","SRES B1","Alaska","Shrub Tundra",2054,"2050",264023
"323","SRES B1","Alaska","Shrub Tundra",2055,"2050",263942
"324","SRES B1","Alaska","Shrub Tundra",2056,"2050",264254
"325","SRES B1","Alaska","Shrub Tundra",2057,"2050",264162
"326","SRES B1","Alaska","Shrub Tundra",2058,"2050",264641
"327","SRES B1","Alaska","Shrub Tundra",2059,"2050",265461
"328","SRES B1","Alaska","Shrub Tundra",2060,"2060",265246
"329","SRES B1","Alaska","Shrub Tundra",2061,"2060",265451
"330","SRES B1","Alaska","Shrub Tundra",2062,"2060",266293
"331","SRES B1","Alaska","Shrub Tundra",2063,"2060",267292
"332","SRES B1","Alaska","Shrub Tundra",2064,"2060",268172
"333","SRES B1","Alaska","Shrub Tundra",2065,"2060",268101
"334","SRES B1","Alaska","Shrub Tundra",2066,"2060",268895
"335","SRES B1","Alaska","Shrub Tundra",2067,"2060",269129
"336","SRES B1","Alaska","Shrub Tundra",2068,"2060",269440
"337","SRES B1","Alaska","Shrub Tundra",2069,"2060",270043
"338","SRES B1","Alaska","Shrub Tundra",2070,"2070",269868
"339","SRES B1","Alaska","Shrub Tundra",2071,"2070",270067
"340","SRES B1","Alaska","Shrub Tundra",2072,"2070",270065
"341","SRES B1","Alaska","Shrub Tundra",2073,"2070",270447
"342","SRES B1","Alaska","Shrub Tundra",2074,"2070",270289
"343","SRES B1","Alaska","Shrub Tundra",2075,"2070",270667
"344","SRES B1","Alaska","Shrub Tundra",2076,"2070",271055
"345","SRES B1","Alaska","Shrub Tundra",2077,"2070",271204
"346","SRES B1","Alaska","Shrub Tundra",2078,"2070",271022
"347","SRES B1","Alaska","Shrub Tundra",2079,"2070",271616
"348","SRES B1","Alaska","Shrub Tundra",2080,"2080",271781
"349","SRES B1","Alaska","Shrub Tundra",2081,"2080",271483
"350","SRES B1","Alaska","Shrub Tundra",2082,"2080",271807
"351","SRES B1","Alaska","Shrub Tundra",2083,"2080",271857
"352","SRES B1","Alaska","Shrub Tundra",2084,"2080",272227
"353","SRES B1","Alaska","Shrub Tundra",2085,"2080",273167
"354","SRES B1","Alaska","Shrub Tundra",2086,"2080",273240
"355","SRES B1","Alaska","Shrub Tundra",2087,"2080",273389
"356","SRES B1","Alaska","Shrub Tundra",2088,"2080",274071
"357","SRES B1","Alaska","Shrub Tundra",2089,"2080",274198
"358","SRES B1","Alaska","Shrub Tundra",2090,"2090",274163
"359","SRES B1","Alaska","Shrub Tundra",2091,"2090",274638
"360","SRES B1","Alaska","Shrub Tundra",2092,"2090",275281
"361","SRES B1","Alaska","Shrub Tundra",2093,"2090",275373
"362","SRES B1","Alaska","Shrub Tundra",2094,"2090",274995
"363","SRES B1","Alaska","Shrub Tundra",2095,"2090",274862
"364","SRES B1","Alaska","Shrub Tundra",2096,"2090",274745
"365","SRES B1","Alaska","Shrub Tundra",2097,"2090",274866
"366","SRES B1","Alaska","Shrub Tundra",2098,"2090",274522
"367","SRES B1","Alaska","Shrub Tundra",2099,"2090",274575
"368","SRES B1","Alaska","Shrub Tundra",2100,"2100",274372
"369","SRES B1","Alaska","White Spruce",2009,"2000",194879
"370","SRES B1","Alaska","White Spruce",2010,"2010",196275
"371","SRES B1","Alaska","White Spruce",2011,"2010",195573
"372","SRES B1","Alaska","White Spruce",2012,"2010",190077
"373","SRES B1","Alaska","White Spruce",2013,"2010",189688
"374","SRES B1","Alaska","White Spruce",2014,"2010",190499
"375","SRES B1","Alaska","White Spruce",2015,"2010",191122
"376","SRES B1","Alaska","White Spruce",2016,"2010",189647
"377","SRES B1","Alaska","White Spruce",2017,"2010",190507
"378","SRES B1","Alaska","White Spruce",2018,"2010",191840
"379","SRES B1","Alaska","White Spruce",2019,"2010",193400
"380","SRES B1","Alaska","White Spruce",2020,"2020",188406
"381","SRES B1","Alaska","White Spruce",2021,"2020",189731
"382","SRES B1","Alaska","White Spruce",2022,"2020",190740
"383","SRES B1","Alaska","White Spruce",2023,"2020",191294
"384","SRES B1","Alaska","White Spruce",2024,"2020",189081
"385","SRES B1","Alaska","White Spruce",2025,"2020",169819
"386","SRES B1","Alaska","White Spruce",2026,"2020",170451
"387","SRES B1","Alaska","White Spruce",2027,"2020",171888
"388","SRES B1","Alaska","White Spruce",2028,"2020",171475
"389","SRES B1","Alaska","White Spruce",2029,"2020",172574
"390","SRES B1","Alaska","White Spruce",2030,"2030",173580
"391","SRES B1","Alaska","White Spruce",2031,"2030",174571
"392","SRES B1","Alaska","White Spruce",2032,"2030",171447
"393","SRES B1","Alaska","White Spruce",2033,"2030",172473
"394","SRES B1","Alaska","White Spruce",2034,"2030",173502
"395","SRES B1","Alaska","White Spruce",2035,"2030",170327
"396","SRES B1","Alaska","White Spruce",2036,"2030",169053
"397","SRES B1","Alaska","White Spruce",2037,"2030",170168
"398","SRES B1","Alaska","White Spruce",2038,"2030",170368
"399","SRES B1","Alaska","White Spruce",2039,"2030",171647
"400","SRES B1","Alaska","White Spruce",2040,"2040",171805
"401","SRES B1","Alaska","White Spruce",2041,"2040",172171
"402","SRES B1","Alaska","White Spruce",2042,"2040",172988
"403","SRES B1","Alaska","White Spruce",2043,"2040",173540
"404","SRES B1","Alaska","White Spruce",2044,"2040",173961
"405","SRES B1","Alaska","White Spruce",2045,"2040",168714
"406","SRES B1","Alaska","White Spruce",2046,"2040",166862
"407","SRES B1","Alaska","White Spruce",2047,"2040",168553
"408","SRES B1","Alaska","White Spruce",2048,"2040",168932
"409","SRES B1","Alaska","White Spruce",2049,"2040",160047
"410","SRES B1","Alaska","White Spruce",2050,"2050",159658
"411","SRES B1","Alaska","White Spruce",2051,"2050",159980
"412","SRES B1","Alaska","White Spruce",2052,"2050",160758
"413","SRES B1","Alaska","White Spruce",2053,"2050",162035
"414","SRES B1","Alaska","White Spruce",2054,"2050",162879
"415","SRES B1","Alaska","White Spruce",2055,"2050",164452
"416","SRES B1","Alaska","White Spruce",2056,"2050",165508
"417","SRES B1","Alaska","White Spruce",2057,"2050",166302
"418","SRES B1","Alaska","White Spruce",2058,"2050",166806
"419","SRES B1","Alaska","White Spruce",2059,"2050",166972
"420","SRES B1","Alaska","White Spruce",2060,"2060",165486
"421","SRES B1","Alaska","White Spruce",2061,"2060",166630
"422","SRES B1","Alaska","White Spruce",2062,"2060",165741
"423","SRES B1","Alaska","White Spruce",2063,"2060",166148
"424","SRES B1","Alaska","White Spruce",2064,"2060",164802
"425","SRES B1","Alaska","White Spruce",2065,"2060",164748
"426","SRES B1","Alaska","White Spruce",2066,"2060",165682
"427","SRES B1","Alaska","White Spruce",2067,"2060",166337
"428","SRES B1","Alaska","White Spruce",2068,"2060",167292
"429","SRES B1","Alaska","White Spruce",2069,"2060",167684
"430","SRES B1","Alaska","White Spruce",2070,"2070",163459
"431","SRES B1","Alaska","White Spruce",2071,"2070",164200
"432","SRES B1","Alaska","White Spruce",2072,"2070",162735
"433","SRES B1","Alaska","White Spruce",2073,"2070",163037
"434","SRES B1","Alaska","White Spruce",2074,"2070",158176
"435","SRES B1","Alaska","White Spruce",2075,"2070",158725
"436","SRES B1","Alaska","White Spruce",2076,"2070",157136
"437","SRES B1","Alaska","White Spruce",2077,"2070",156990
"438","SRES B1","Alaska","White Spruce",2078,"2070",156881
"439","SRES B1","Alaska","White Spruce",2079,"2070",157686
"440","SRES B1","Alaska","White Spruce",2080,"2080",153569
"441","SRES B1","Alaska","White Spruce",2081,"2080",149663
