"","Scenario","Location","Vegetation","Year","Decade","Avg"
"5970","SRES A2","Alaska","White Spruce",2090,"2090",131365
"5971","SRES A2","Alaska","White Spruce",2091,"2090",131198
"5972","SRES A2","Alaska","White Spruce",2092,"2090",131498
"5973","SRES A2","Alaska","White Spruce",2093,"2090",132483
"5974","SRES A2","Alaska","White Spruce",2094,"2090",133170
"5975","SRES A2","Alaska","White Spruce",2095,"2090",127686
"5976","SRES A2","Alaska","White Spruce",2096,"2090",126347
"5977","SRES A2","Alaska","White Spruce",2097,"2090",126847
"5978","SRES A2","Alaska","White Spruce",2098,"2090",125953
"5979","SRES A2","Alaska","White Spruce",2099,"2090",127256
"5980","SRES A2","Alaska","White Spruce",2100,"2100",127664
"5981","SRES A2","Arctic","Black Spruce",2009,"2000",6100
"5982","SRES A2","Arctic","Black Spruce",2010,"2010",6115
"5983","SRES A2","Arctic","Black Spruce",2011,"2010",6106
"5984","SRES A2","Arctic","Black Spruce",2012,"2010",6087
"5985","SRES A2","Arctic","Black Spruce",2013,"2010",6085
"5986","SRES A2","Arctic","Black Spruce",2014,"2010",6095
"5987","SRES A2","Arctic","Black Spruce",2015,"2010",6081
"5988","SRES A2","Arctic","Black Spruce",2016,"2010",6085
"5989","SRES A2","Arctic","Black Spruce",2017,"2010",6069
"5990","SRES A2","Arctic","Black Spruce",2018,"2010",6064
"5991","SRES A2","Arctic","Black Spruce",2019,"2010",4066
"5992","SRES A2","Arctic","Black Spruce",2020,"2020",4020
"5993","SRES A2","Arctic","Black Spruce",2021,"2020",3914
"5994","SRES A2","Arctic","Black Spruce",2022,"2020",3941
"5995","SRES A2","Arctic","Black Spruce",2023,"2020",3880
"5996","SRES A2","Arctic","Black Spruce",2024,"2020",3867
"5997","SRES A2","Arctic","Black Spruce",2025,"2020",3741
"5998","SRES A2","Arctic","Black Spruce",2026,"2020",3664
"5999","SRES A2","Arctic","Black Spruce",2027,"2020",3695
"6000","SRES A2","Arctic","Black Spruce",2028,"2020",3759
"6001","SRES A2","Arctic","Black Spruce",2029,"2020",3676
"6002","SRES A2","Arctic","Black Spruce",2030,"2030",3707
"6003","SRES A2","Arctic","Black Spruce",2031,"2030",3728
"6004","SRES A2","Arctic","Black Spruce",2032,"2030",3607
"6005","SRES A2","Arctic","Black Spruce",2033,"2030",3552
"6006","SRES A2","Arctic","Black Spruce",2034,"2030",3337
"6007","SRES A2","Arctic","Black Spruce",2035,"2030",3386
"6008","SRES A2","Arctic","Black Spruce",2036,"2030",3350
"6009","SRES A2","Arctic","Black Spruce",2037,"2030",3401
"6010","SRES A2","Arctic","Black Spruce",2038,"2030",3368
"6011","SRES A2","Arctic","Black Spruce",2039,"2030",3305
"6012","SRES A2","Arctic","Black Spruce",2040,"2040",3356
"6013","SRES A2","Arctic","Black Spruce",2041,"2040",3344
"6014","SRES A2","Arctic","Black Spruce",2042,"2040",3303
"6015","SRES A2","Arctic","Black Spruce",2043,"2040",3341
"6016","SRES A2","Arctic","Black Spruce",2044,"2040",3349
"6017","SRES A2","Arctic","Black Spruce",2045,"2040",3375
"6018","SRES A2","Arctic","Black Spruce",2046,"2040",3368
"6019","SRES A2","Arctic","Black Spruce",2047,"2040",3332
"6020","SRES A2","Arctic","Black Spruce",2048,"2040",3314
"6021","SRES A2","Arctic","Black Spruce",2049,"2040",3355
"6022","SRES A2","Arctic","Black Spruce",2050,"2050",3308
"6023","SRES A2","Arctic","Black Spruce",2051,"2050",3355
"6024","SRES A2","Arctic","Black Spruce",2052,"2050",3350
"6025","SRES A2","Arctic","Black Spruce",2053,"2050",3254
"6026","SRES A2","Arctic","Black Spruce",2054,"2050",3248
"6027","SRES A2","Arctic","Black Spruce",2055,"2050",3259
"6028","SRES A2","Arctic","Black Spruce",2056,"2050",3286
"6029","SRES A2","Arctic","Black Spruce",2057,"2050",3263
"6030","SRES A2","Arctic","Black Spruce",2058,"2050",3282
"6031","SRES A2","Arctic","Black Spruce",2059,"2050",3232
"6032","SRES A2","Arctic","Black Spruce",2060,"2060",3260
"6033","SRES A2","Arctic","Black Spruce",2061,"2060",3233
"6034","SRES A2","Arctic","Black Spruce",2062,"2060",3278
"6035","SRES A2","Arctic","Black Spruce",2063,"2060",3182
"6036","SRES A2","Arctic","Black Spruce",2064,"2060",3166
"6037","SRES A2","Arctic","Black Spruce",2065,"2060",3199
"6038","SRES A2","Arctic","Black Spruce",2066,"2060",3220
"6039","SRES A2","Arctic","Black Spruce",2067,"2060",3207
"6040","SRES A2","Arctic","Black Spruce",2068,"2060",3133
"6041","SRES A2","Arctic","Black Spruce",2069,"2060",3116
"6042","SRES A2","Arctic","Black Spruce",2070,"2070",3056
"6043","SRES A2","Arctic","Black Spruce",2071,"2070",3099
"6044","SRES A2","Arctic","Black Spruce",2072,"2070",3066
"6045","SRES A2","Arctic","Black Spruce",2073,"2070",3070
"6046","SRES A2","Arctic","Black Spruce",2074,"2070",2508
"6047","SRES A2","Arctic","Black Spruce",2075,"2070",2463
"6048","SRES A2","Arctic","Black Spruce",2076,"2070",2447
"6049","SRES A2","Arctic","Black Spruce",2077,"2070",2467
"6050","SRES A2","Arctic","Black Spruce",2078,"2070",2441
"6051","SRES A2","Arctic","Black Spruce",2079,"2070",2332
"6052","SRES A2","Arctic","Black Spruce",2080,"2080",2326
"6053","SRES A2","Arctic","Black Spruce",2081,"2080",2307
"6054","SRES A2","Arctic","Black Spruce",2082,"2080",2253
"6055","SRES A2","Arctic","Black Spruce",2083,"2080",2222
"6056","SRES A2","Arctic","Black Spruce",2084,"2080",2188
"6057","SRES A2","Arctic","Black Spruce",2085,"2080",2234
"6058","SRES A2","Arctic","Black Spruce",2086,"2080",2273
"6059","SRES A2","Arctic","Black Spruce",2087,"2080",2150
"6060","SRES A2","Arctic","Black Spruce",2088,"2080",2143
"6061","SRES A2","Arctic","Black Spruce",2089,"2080",2151
"6062","SRES A2","Arctic","Black Spruce",2090,"2090",2181
"6063","SRES A2","Arctic","Black Spruce",2091,"2090",2180
"6064","SRES A2","Arctic","Black Spruce",2092,"2090",2178
"6065","SRES A2","Arctic","Black Spruce",2093,"2090",2214
"6066","SRES A2","Arctic","Black Spruce",2094,"2090",2208
"6067","SRES A2","Arctic","Black Spruce",2095,"2090",2181
"6068","SRES A2","Arctic","Black Spruce",2096,"2090",2156
"6069","SRES A2","Arctic","Black Spruce",2097,"2090",2165
"6070","SRES A2","Arctic","Black Spruce",2098,"2090",2163
"6071","SRES A2","Arctic","Black Spruce",2099,"2090",2191
"6072","SRES A2","Arctic","Black Spruce",2100,"2100",2221
"6073","SRES A2","Arctic","Deciduous",2009,"2000",1807
"6074","SRES A2","Arctic","Deciduous",2010,"2010",1810
"6075","SRES A2","Arctic","Deciduous",2011,"2010",1805
"6076","SRES A2","Arctic","Deciduous",2012,"2010",1808
"6077","SRES A2","Arctic","Deciduous",2013,"2010",1850
"6078","SRES A2","Arctic","Deciduous",2014,"2010",1829
"6079","SRES A2","Arctic","Deciduous",2015,"2010",1844
"6080","SRES A2","Arctic","Deciduous",2016,"2010",1830
"6081","SRES A2","Arctic","Deciduous",2017,"2010",1820
"6082","SRES A2","Arctic","Deciduous",2018,"2010",1753
"6083","SRES A2","Arctic","Deciduous",2019,"2010",6857
"6084","SRES A2","Arctic","Deciduous",2020,"2020",6731
"6085","SRES A2","Arctic","Deciduous",2021,"2020",6961
"6086","SRES A2","Arctic","Deciduous",2022,"2020",7032
"6087","SRES A2","Arctic","Deciduous",2023,"2020",7118
"6088","SRES A2","Arctic","Deciduous",2024,"2020",7089
"6089","SRES A2","Arctic","Deciduous",2025,"2020",7468
"6090","SRES A2","Arctic","Deciduous",2026,"2020",7467
"6091","SRES A2","Arctic","Deciduous",2027,"2020",7379
"6092","SRES A2","Arctic","Deciduous",2028,"2020",7433
"6093","SRES A2","Arctic","Deciduous",2029,"2020",7468
"6094","SRES A2","Arctic","Deciduous",2030,"2030",7522
"6095","SRES A2","Arctic","Deciduous",2031,"2030",7473
"6096","SRES A2","Arctic","Deciduous",2032,"2030",7383
"6097","SRES A2","Arctic","Deciduous",2033,"2030",7929
"6098","SRES A2","Arctic","Deciduous",2034,"2030",8294
"6099","SRES A2","Arctic","Deciduous",2035,"2030",8287
"6100","SRES A2","Arctic","Deciduous",2036,"2030",8218
"6101","SRES A2","Arctic","Deciduous",2037,"2030",8285
"6102","SRES A2","Arctic","Deciduous",2038,"2030",8312
"6103","SRES A2","Arctic","Deciduous",2039,"2030",8505
"6104","SRES A2","Arctic","Deciduous",2040,"2040",8472
"6105","SRES A2","Arctic","Deciduous",2041,"2040",8428
"6106","SRES A2","Arctic","Deciduous",2042,"2040",8581
"6107","SRES A2","Arctic","Deciduous",2043,"2040",8379
"6108","SRES A2","Arctic","Deciduous",2044,"2040",8437
"6109","SRES A2","Arctic","Deciduous",2045,"2040",8509
"6110","SRES A2","Arctic","Deciduous",2046,"2040",8424
"6111","SRES A2","Arctic","Deciduous",2047,"2040",8505
"6112","SRES A2","Arctic","Deciduous",2048,"2040",8502
"6113","SRES A2","Arctic","Deciduous",2049,"2040",8471
"6114","SRES A2","Arctic","Deciduous",2050,"2050",8483
"6115","SRES A2","Arctic","Deciduous",2051,"2050",8461
"6116","SRES A2","Arctic","Deciduous",2052,"2050",8564
"6117","SRES A2","Arctic","Deciduous",2053,"2050",8724
"6118","SRES A2","Arctic","Deciduous",2054,"2050",8698
"6119","SRES A2","Arctic","Deciduous",2055,"2050",8721
"6120","SRES A2","Arctic","Deciduous",2056,"2050",8644
"6121","SRES A2","Arctic","Deciduous",2057,"2050",8773
"6122","SRES A2","Arctic","Deciduous",2058,"2050",8697
"6123","SRES A2","Arctic","Deciduous",2059,"2050",8777
"6124","SRES A2","Arctic","Deciduous",2060,"2060",8672
"6125","SRES A2","Arctic","Deciduous",2061,"2060",8757
"6126","SRES A2","Arctic","Deciduous",2062,"2060",8796
"6127","SRES A2","Arctic","Deciduous",2063,"2060",8934
"6128","SRES A2","Arctic","Deciduous",2064,"2060",8978
"6129","SRES A2","Arctic","Deciduous",2065,"2060",8966
"6130","SRES A2","Arctic","Deciduous",2066,"2060",8954
"6131","SRES A2","Arctic","Deciduous",2067,"2060",8872
"6132","SRES A2","Arctic","Deciduous",2068,"2060",9016
"6133","SRES A2","Arctic","Deciduous",2069,"2060",9227
"6134","SRES A2","Arctic","Deciduous",2070,"2070",9285
"6135","SRES A2","Arctic","Deciduous",2071,"2070",9335
"6136","SRES A2","Arctic","Deciduous",2072,"2070",9378
"6137","SRES A2","Arctic","Deciduous",2073,"2070",9396
"6138","SRES A2","Arctic","Deciduous",2074,"2070",10844
"6139","SRES A2","Arctic","Deciduous",2075,"2070",11040
"6140","SRES A2","Arctic","Deciduous",2076,"2070",11109
"6141","SRES A2","Arctic","Deciduous",2077,"2070",11173
"6142","SRES A2","Arctic","Deciduous",2078,"2070",11119
"6143","SRES A2","Arctic","Deciduous",2079,"2070",11600
"6144","SRES A2","Arctic","Deciduous",2080,"2080",11460
"6145","SRES A2","Arctic","Deciduous",2081,"2080",11727
"6146","SRES A2","Arctic","Deciduous",2082,"2080",11803
"6147","SRES A2","Arctic","Deciduous",2083,"2080",11956
"6148","SRES A2","Arctic","Deciduous",2084,"2080",12046
"6149","SRES A2","Arctic","Deciduous",2085,"2080",12024
"6150","SRES A2","Arctic","Deciduous",2086,"2080",12071
"6151","SRES A2","Arctic","Deciduous",2087,"2080",12297
"6152","SRES A2","Arctic","Deciduous",2088,"2080",12189
"6153","SRES A2","Arctic","Deciduous",2089,"2080",12168
"6154","SRES A2","Arctic","Deciduous",2090,"2090",12310
"6155","SRES A2","Arctic","Deciduous",2091,"2090",12211
"6156","SRES A2","Arctic","Deciduous",2092,"2090",12248
"6157","SRES A2","Arctic","Deciduous",2093,"2090",12269
"6158","SRES A2","Arctic","Deciduous",2094,"2090",12234
"6159","SRES A2","Arctic","Deciduous",2095,"2090",12581
"6160","SRES A2","Arctic","Deciduous",2096,"2090",12506
"6161","SRES A2","Arctic","Deciduous",2097,"2090",12521
"6162","SRES A2","Arctic","Deciduous",2098,"2090",12589
"6163","SRES A2","Arctic","Deciduous",2099,"2090",12486
"6164","SRES A2","Arctic","Deciduous",2100,"2100",12619
"6165","SRES A2","Arctic","Graminoid Tundra",2009,"2000",116330
"6166","SRES A2","Arctic","Graminoid Tundra",2010,"2010",116082
"6167","SRES A2","Arctic","Graminoid Tundra",2011,"2010",115893
"6168","SRES A2","Arctic","Graminoid Tundra",2012,"2010",115905
"6169","SRES A2","Arctic","Graminoid Tundra",2013,"2010",115884
"6170","SRES A2","Arctic","Graminoid Tundra",2014,"2010",115873
"6171","SRES A2","Arctic","Graminoid Tundra",2015,"2010",115814
"6172","SRES A2","Arctic","Graminoid Tundra",2016,"2010",115689
"6173","SRES A2","Arctic","Graminoid Tundra",2017,"2010",115634
"6174","SRES A2","Arctic","Graminoid Tundra",2018,"2010",114957
"6175","SRES A2","Arctic","Graminoid Tundra",2019,"2010",116378
"6176","SRES A2","Arctic","Graminoid Tundra",2020,"2020",115882
"6177","SRES A2","Arctic","Graminoid Tundra",2021,"2020",115941
"6178","SRES A2","Arctic","Graminoid Tundra",2022,"2020",115865
"6179","SRES A2","Arctic","Graminoid Tundra",2023,"2020",115691
"6180","SRES A2","Arctic","Graminoid Tundra",2024,"2020",115375
"6181","SRES A2","Arctic","Graminoid Tundra",2025,"2020",115217
"6182","SRES A2","Arctic","Graminoid Tundra",2026,"2020",115083
"6183","SRES A2","Arctic","Graminoid Tundra",2027,"2020",114940
"6184","SRES A2","Arctic","Graminoid Tundra",2028,"2020",114974
"6185","SRES A2","Arctic","Graminoid Tundra",2029,"2020",114723
"6186","SRES A2","Arctic","Graminoid Tundra",2030,"2030",114700
"6187","SRES A2","Arctic","Graminoid Tundra",2031,"2030",114682
"6188","SRES A2","Arctic","Graminoid Tundra",2032,"2030",114131
"6189","SRES A2","Arctic","Graminoid Tundra",2033,"2030",113549
"6190","SRES A2","Arctic","Graminoid Tundra",2034,"2030",113626
"6191","SRES A2","Arctic","Graminoid Tundra",2035,"2030",113575
"6192","SRES A2","Arctic","Graminoid Tundra",2036,"2030",113479
"6193","SRES A2","Arctic","Graminoid Tundra",2037,"2030",113156
"6194","SRES A2","Arctic","Graminoid Tundra",2038,"2030",112919
"6195","SRES A2","Arctic","Graminoid Tundra",2039,"2030",113036
"6196","SRES A2","Arctic","Graminoid Tundra",2040,"2040",113027
"6197","SRES A2","Arctic","Graminoid Tundra",2041,"2040",112872
"6198","SRES A2","Arctic","Graminoid Tundra",2042,"2040",112715
"6199","SRES A2","Arctic","Graminoid Tundra",2043,"2040",112628
"6200","SRES A2","Arctic","Graminoid Tundra",2044,"2040",112491
"6201","SRES A2","Arctic","Graminoid Tundra",2045,"2040",112452
"6202","SRES A2","Arctic","Graminoid Tundra",2046,"2040",112350
"6203","SRES A2","Arctic","Graminoid Tundra",2047,"2040",112180
"6204","SRES A2","Arctic","Graminoid Tundra",2048,"2040",111927
"6205","SRES A2","Arctic","Graminoid Tundra",2049,"2040",111824
"6206","SRES A2","Arctic","Graminoid Tundra",2050,"2050",111850
"6207","SRES A2","Arctic","Graminoid Tundra",2051,"2050",111734
"6208","SRES A2","Arctic","Graminoid Tundra",2052,"2050",110954
"6209","SRES A2","Arctic","Graminoid Tundra",2053,"2050",110976
"6210","SRES A2","Arctic","Graminoid Tundra",2054,"2050",110856
"6211","SRES A2","Arctic","Graminoid Tundra",2055,"2050",110658
"6212","SRES A2","Arctic","Graminoid Tundra",2056,"2050",110220
"6213","SRES A2","Arctic","Graminoid Tundra",2057,"2050",110233
"6214","SRES A2","Arctic","Graminoid Tundra",2058,"2050",110089
"6215","SRES A2","Arctic","Graminoid Tundra",2059,"2050",109824
"6216","SRES A2","Arctic","Graminoid Tundra",2060,"2060",109788
"6217","SRES A2","Arctic","Graminoid Tundra",2061,"2060",109189
"6218","SRES A2","Arctic","Graminoid Tundra",2062,"2060",108355
"6219","SRES A2","Arctic","Graminoid Tundra",2063,"2060",108198
"6220","SRES A2","Arctic","Graminoid Tundra",2064,"2060",107999
"6221","SRES A2","Arctic","Graminoid Tundra",2065,"2060",107844
"6222","SRES A2","Arctic","Graminoid Tundra",2066,"2060",107515
"6223","SRES A2","Arctic","Graminoid Tundra",2067,"2060",106821
"6224","SRES A2","Arctic","Graminoid Tundra",2068,"2060",106569
"6225","SRES A2","Arctic","Graminoid Tundra",2069,"2060",106045
"6226","SRES A2","Arctic","Graminoid Tundra",2070,"2070",105449
"6227","SRES A2","Arctic","Graminoid Tundra",2071,"2070",105105
"6228","SRES A2","Arctic","Graminoid Tundra",2072,"2070",104930
"6229","SRES A2","Arctic","Graminoid Tundra",2073,"2070",104069
"6230","SRES A2","Arctic","Graminoid Tundra",2074,"2070",103538
"6231","SRES A2","Arctic","Graminoid Tundra",2075,"2070",103558
"6232","SRES A2","Arctic","Graminoid Tundra",2076,"2070",102987
"6233","SRES A2","Arctic","Graminoid Tundra",2077,"2070",102862
"6234","SRES A2","Arctic","Graminoid Tundra",2078,"2070",102131
"6235","SRES A2","Arctic","Graminoid Tundra",2079,"2070",101701
"6236","SRES A2","Arctic","Graminoid Tundra",2080,"2080",101016
"6237","SRES A2","Arctic","Graminoid Tundra",2081,"2080",100380
"6238","SRES A2","Arctic","Graminoid Tundra",2082,"2080",99786
"6239","SRES A2","Arctic","Graminoid Tundra",2083,"2080",99048
"6240","SRES A2","Arctic","Graminoid Tundra",2084,"2080",98695
"6241","SRES A2","Arctic","Graminoid Tundra",2085,"2080",98000
"6242","SRES A2","Arctic","Graminoid Tundra",2086,"2080",97280
"6243","SRES A2","Arctic","Graminoid Tundra",2087,"2080",97009
"6244","SRES A2","Arctic","Graminoid Tundra",2088,"2080",96612
"6245","SRES A2","Arctic","Graminoid Tundra",2089,"2080",95955
"6246","SRES A2","Arctic","Graminoid Tundra",2090,"2090",95400
"6247","SRES A2","Arctic","Graminoid Tundra",2091,"2090",95079
"6248","SRES A2","Arctic","Graminoid Tundra",2092,"2090",94589
"6249","SRES A2","Arctic","Graminoid Tundra",2093,"2090",94330
"6250","SRES A2","Arctic","Graminoid Tundra",2094,"2090",93588
"6251","SRES A2","Arctic","Graminoid Tundra",2095,"2090",93084
"6252","SRES A2","Arctic","Graminoid Tundra",2096,"2090",92616
"6253","SRES A2","Arctic","Graminoid Tundra",2097,"2090",91884
"6254","SRES A2","Arctic","Graminoid Tundra",2098,"2090",91436
"6255","SRES A2","Arctic","Graminoid Tundra",2099,"2090",91234
"6256","SRES A2","Arctic","Graminoid Tundra",2100,"2100",90675
"6257","SRES A2","Arctic","Shrub Tundra",2009,"2000",110793
"6258","SRES A2","Arctic","Shrub Tundra",2010,"2010",111082
"6259","SRES A2","Arctic","Shrub Tundra",2011,"2010",111232
"6260","SRES A2","Arctic","Shrub Tundra",2012,"2010",111228
"6261","SRES A2","Arctic","Shrub Tundra",2013,"2010",111200
"6262","SRES A2","Arctic","Shrub Tundra",2014,"2010",111202
"6263","SRES A2","Arctic","Shrub Tundra",2015,"2010",111237
"6264","SRES A2","Arctic","Shrub Tundra",2016,"2010",111383
"6265","SRES A2","Arctic","Shrub Tundra",2017,"2010",111367
"6266","SRES A2","Arctic","Shrub Tundra",2018,"2010",112074
"6267","SRES A2","Arctic","Shrub Tundra",2019,"2010",110600
"6268","SRES A2","Arctic","Shrub Tundra",2020,"2020",111184
"6269","SRES A2","Arctic","Shrub Tundra",2021,"2020",111064
"6270","SRES A2","Arctic","Shrub Tundra",2022,"2020",111062
"6271","SRES A2","Arctic","Shrub Tundra",2023,"2020",111243
"6272","SRES A2","Arctic","Shrub Tundra",2024,"2020",111466
"6273","SRES A2","Arctic","Shrub Tundra",2025,"2020",111730
"6274","SRES A2","Arctic","Shrub Tundra",2026,"2020",111752
"6275","SRES A2","Arctic","Shrub Tundra",2027,"2020",111932
"6276","SRES A2","Arctic","Shrub Tundra",2028,"2020",111870
"6277","SRES A2","Arctic","Shrub Tundra",2029,"2020",112099
"6278","SRES A2","Arctic","Shrub Tundra",2030,"2030",112077
"6279","SRES A2","Arctic","Shrub Tundra",2031,"2030",112081
"6280","SRES A2","Arctic","Shrub Tundra",2032,"2030",112636
"6281","SRES A2","Arctic","Shrub Tundra",2033,"2030",113180
"6282","SRES A2","Arctic","Shrub Tundra",2034,"2030",113149
"6283","SRES A2","Arctic","Shrub Tundra",2035,"2030",113097
"6284","SRES A2","Arctic","Shrub Tundra",2036,"2030",113136
"6285","SRES A2","Arctic","Shrub Tundra",2037,"2030",113461
"6286","SRES A2","Arctic","Shrub Tundra",2038,"2030",113630
"6287","SRES A2","Arctic","Shrub Tundra",2039,"2030",113602
"6288","SRES A2","Arctic","Shrub Tundra",2040,"2040",113624
"6289","SRES A2","Arctic","Shrub Tundra",2041,"2040",113658
"6290","SRES A2","Arctic","Shrub Tundra",2042,"2040",113839
"6291","SRES A2","Arctic","Shrub Tundra",2043,"2040",113811
"6292","SRES A2","Arctic","Shrub Tundra",2044,"2040",113946
"6293","SRES A2","Arctic","Shrub Tundra",2045,"2040",113933
"6294","SRES A2","Arctic","Shrub Tundra",2046,"2040",113967
"6295","SRES A2","Arctic","Shrub Tundra",2047,"2040",114012
"6296","SRES A2","Arctic","Shrub Tundra",2048,"2040",114202
"6297","SRES A2","Arctic","Shrub Tundra",2049,"2040",114194
"6298","SRES A2","Arctic","Shrub Tundra",2050,"2050",114201
"6299","SRES A2","Arctic","Shrub Tundra",2051,"2050",114312
"6300","SRES A2","Arctic","Shrub Tundra",2052,"2050",114919
"6301","SRES A2","Arctic","Shrub Tundra",2053,"2050",114913
"6302","SRES A2","Arctic","Shrub Tundra",2054,"2050",114919
"6303","SRES A2","Arctic","Shrub Tundra",2055,"2050",115055
"6304","SRES A2","Arctic","Shrub Tundra",2056,"2050",115495
"6305","SRES A2","Arctic","Shrub Tundra",2057,"2050",115486
"6306","SRES A2","Arctic","Shrub Tundra",2058,"2050",115527
"6307","SRES A2","Arctic","Shrub Tundra",2059,"2050",115657
"6308","SRES A2","Arctic","Shrub Tundra",2060,"2060",115609
"6309","SRES A2","Arctic","Shrub Tundra",2061,"2060",116130
"6310","SRES A2","Arctic","Shrub Tundra",2062,"2060",116930
"6311","SRES A2","Arctic","Shrub Tundra",2063,"2060",117040
"6312","SRES A2","Arctic","Shrub Tundra",2064,"2060",117091
"6313","SRES A2","Arctic","Shrub Tundra",2065,"2060",117059
"6314","SRES A2","Arctic","Shrub Tundra",2066,"2060",117384
"6315","SRES A2","Arctic","Shrub Tundra",2067,"2060",118080
"6316","SRES A2","Arctic","Shrub Tundra",2068,"2060",118298
"6317","SRES A2","Arctic","Shrub Tundra",2069,"2060",118870
"6318","SRES A2","Arctic","Shrub Tundra",2070,"2070",119397
"6319","SRES A2","Arctic","Shrub Tundra",2071,"2070",119767
"6320","SRES A2","Arctic","Shrub Tundra",2072,"2070",119927
"6321","SRES A2","Arctic","Shrub Tundra",2073,"2070",120790
"6322","SRES A2","Arctic","Shrub Tundra",2074,"2070",121360
"6323","SRES A2","Arctic","Shrub Tundra",2075,"2070",121319
"6324","SRES A2","Arctic","Shrub Tundra",2076,"2070",121867
"6325","SRES A2","Arctic","Shrub Tundra",2077,"2070",121858
"6326","SRES A2","Arctic","Shrub Tundra",2078,"2070",122605
"6327","SRES A2","Arctic","Shrub Tundra",2079,"2070",122977
"6328","SRES A2","Arctic","Shrub Tundra",2080,"2080",123708
"6329","SRES A2","Arctic","Shrub Tundra",2081,"2080",124343
"6330","SRES A2","Arctic","Shrub Tundra",2082,"2080",124932
"6331","SRES A2","Arctic","Shrub Tundra",2083,"2080",125657
"6332","SRES A2","Arctic","Shrub Tundra",2084,"2080",125920
"6333","SRES A2","Arctic","Shrub Tundra",2085,"2080",126675
"6334","SRES A2","Arctic","Shrub Tundra",2086,"2080",127309
"6335","SRES A2","Arctic","Shrub Tundra",2087,"2080",127638
"6336","SRES A2","Arctic","Shrub Tundra",2088,"2080",127960
"6337","SRES A2","Arctic","Shrub Tundra",2089,"2080",128599
"6338","SRES A2","Arctic","Shrub Tundra",2090,"2090",129055
"6339","SRES A2","Arctic","Shrub Tundra",2091,"2090",129370
"6340","SRES A2","Arctic","Shrub Tundra",2092,"2090",129853
"6341","SRES A2","Arctic","Shrub Tundra",2093,"2090",130172
"6342","SRES A2","Arctic","Shrub Tundra",2094,"2090",130841
"6343","SRES A2","Arctic","Shrub Tundra",2095,"2090",131377
"6344","SRES A2","Arctic","Shrub Tundra",2096,"2090",131821
"6345","SRES A2","Arctic","Shrub Tundra",2097,"2090",132499
"6346","SRES A2","Arctic","Shrub Tundra",2098,"2090",132921
"6347","SRES A2","Arctic","Shrub Tundra",2099,"2090",133076
"6348","SRES A2","Arctic","Shrub Tundra",2100,"2100",133563
"6349","SRES A2","Arctic","White Spruce",2009,"2000",8596
"6350","SRES A2","Arctic","White Spruce",2010,"2010",8585
"6351","SRES A2","Arctic","White Spruce",2011,"2010",8545
"6352","SRES A2","Arctic","White Spruce",2012,"2010",8588
"6353","SRES A2","Arctic","White Spruce",2013,"2010",8625
"6354","SRES A2","Arctic","White Spruce",2014,"2010",8632
"6355","SRES A2","Arctic","White Spruce",2015,"2010",8642
"6356","SRES A2","Arctic","White Spruce",2016,"2010",8669
"6357","SRES A2","Arctic","White Spruce",2017,"2010",8693
"6358","SRES A2","Arctic","White Spruce",2018,"2010",8691
"6359","SRES A2","Arctic","White Spruce",2019,"2010",5809
"6360","SRES A2","Arctic","White Spruce",2020,"2020",5861
"6361","SRES A2","Arctic","White Spruce",2021,"2020",5735
"6362","SRES A2","Arctic","White Spruce",2022,"2020",5713
"6363","SRES A2","Arctic","White Spruce",2023,"2020",5695
"6364","SRES A2","Arctic","White Spruce",2024,"2020",5753
"6365","SRES A2","Arctic","White Spruce",2025,"2020",5505
"6366","SRES A2","Arctic","White Spruce",2026,"2020",5594
"6367","SRES A2","Arctic","White Spruce",2027,"2020",5562
"6368","SRES A2","Arctic","White Spruce",2028,"2020",5589
"6369","SRES A2","Arctic","White Spruce",2029,"2020",5501
"6370","SRES A2","Arctic","White Spruce",2030,"2030",5641
"6371","SRES A2","Arctic","White Spruce",2031,"2030",5651
"6372","SRES A2","Arctic","White Spruce",2032,"2030",5736
"6373","SRES A2","Arctic","White Spruce",2033,"2030",5439
"6374","SRES A2","Arctic","White Spruce",2034,"2030",5098
"6375","SRES A2","Arctic","White Spruce",2035,"2030",5207
"6376","SRES A2","Arctic","White Spruce",2036,"2030",5316
"6377","SRES A2","Arctic","White Spruce",2037,"2030",5265
"6378","SRES A2","Arctic","White Spruce",2038,"2030",5274
"6379","SRES A2","Arctic","White Spruce",2039,"2030",5254
"6380","SRES A2","Arctic","White Spruce",2040,"2040",5196
"6381","SRES A2","Arctic","White Spruce",2041,"2040",5260
"6382","SRES A2","Arctic","White Spruce",2042,"2040",5247
"6383","SRES A2","Arctic","White Spruce",2043,"2040",5340
"6384","SRES A2","Arctic","White Spruce",2044,"2040",5357
"6385","SRES A2","Arctic","White Spruce",2045,"2040",5423
"6386","SRES A2","Arctic","White Spruce",2046,"2040",5503
"6387","SRES A2","Arctic","White Spruce",2047,"2040",5576
"6388","SRES A2","Arctic","White Spruce",2048,"2040",5622
"6389","SRES A2","Arctic","White Spruce",2049,"2040",5783
"6390","SRES A2","Arctic","White Spruce",2050,"2050",5803
"6391","SRES A2","Arctic","White Spruce",2051,"2050",5811
"6392","SRES A2","Arctic","White Spruce",2052,"2050",5930
"6393","SRES A2","Arctic","White Spruce",2053,"2050",5786
"6394","SRES A2","Arctic","White Spruce",2054,"2050",5930
"6395","SRES A2","Arctic","White Spruce",2055,"2050",5941
